C¢digo;Descriá∆o;Data In°cio;Data Fim;Ato Legal In°cio;N£mero;Ano
2512.00.00;Farinhas siliciosas f¢sseis (por exemplo, kieselguhr, tripolita, diatomita) e outras terras siliciosas an†logas de densidade aparente n∆o superior a 1, mesmo calcinadas.;01/04/2022;31/12/9999;Res Camex;272;2021
25.13;"Pedra-pomes; esmeril; corindo natural, granada natural e outros abrasivos naturais, mesmo tratados termicamente.";01/04/2022;31/12/9999;Res Camex;272;2021
2513.10.00;- Pedra-pomes;01/04/2022;31/12/9999;Res Camex;272;2021
2513.20.00;- Esmeril, corindo natural, granada natural e outros abrasivos naturais;01/04/2022;31/12/9999;Res Camex;272;2021
2514.00.00;Ard¢sia, mesmo desbastada ou simplesmente cortada Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.;01/04/2022;31/12/9999;Res Camex;272;2021
25.15;M†rmores, travertinos, granitos belgas e outras pedras calc†rias de cantaria ou de construá∆o, de densidade aparente igual ou superior a 2,5, e alabastro, mesmo desbastados ou simplesmente cortados Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.;01/04/2022;31/12/9999;Res Camex;272;2021
2515.1;- M†rmores e travertinos:;01/04/2022;31/12/9999;Res Camex;272;2021
2515.11.00;-- Em bruto ou desbastados;01/04/2022;31/12/9999;Res Camex;272;2021
2515.12;-- Simplesmente cortados Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular;01/04/2022;31/12/9999;Res Camex;272;2021
2515.12.10;M†rmores;01/04/2022;31/12/9999;Res Camex;272;2021
2515.12.20;Travertinos;01/04/2022;31/12/9999;Res Camex;272;2021
2515.20.00;"- Granitos belgas e outras pedras calc†rias de cantaria ou de construá∆o; alabastro";01/04/2022;31/12/9999;Res Camex;272;2021
25.16;Granito, p¢rfiro, basalto, arenito (grÇs) e outras pedras de cantaria ou de construá∆o, mesmo desbastados ou simplesmente cortados Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.;01/04/2022;31/12/9999;Res Camex;272;2021
2516.1;- Granito:;01/04/2022;31/12/9999;Res Camex;272;2021
2516.11.00;-- Em bruto ou desbastado;01/04/2022;31/12/9999;Res Camex;272;2021
2516.12.00;-- Simplesmente cortado Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular;01/04/2022;31/12/9999;Res Camex;272;2021
2516.20.00;- Arenito (grÇs);01/04/2022;31/12/9999;Res Camex;272;2021
2516.90.00;- Outras pedras de cantaria ou de construá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
25.17;"Calhaus, cascalho, pedras britadas, do tipo normalmente utilizado em concreto (bet∆o) ou para empedramento de estradas, de vias fÇrreas ou outros balastros, seixos rolados e s°lex, mesmo tratados termicamente; macadame de esc¢rias de altos-fornos, de outras esc¢rias ou de res°duos industriais semelhantes, mesmo que contenham matÇrias inclu°das na primeira parte do texto desta posiá∆o; tarmacadame; grÉnulos, lascas e p¢s, das pedras das posiá‰es 25.15 ou 25.16, mesmo tratados termicamente.";01/04/2022;31/12/9999;Res Camex;272;2021
2517.10.00;- Calhaus, cascalho, pedras britadas, do tipo normalmente utilizado em concreto (bet∆o) ou para empedramento de estradas, de vias fÇrreas ou outros balastros, seixos rolados e s°lex, mesmo tratados termicamente;01/04/2022;31/12/9999;Res Camex;272;2021
2517.20.00;- Macadame de esc¢rias de altos-fornos, de outras esc¢rias ou de res°duos industriais semelhantes, mesmo que contenham matÇrias inclu°das na subposiá∆o 2517.10;01/04/2022;31/12/9999;Res Camex;272;2021
2517.30.00;- Tarmacadame;01/04/2022;31/12/9999;Res Camex;272;2021
2517.4;- GrÉnulos, lascas e p¢s, das pedras das posiá‰es 25.15 ou 25.16, mesmo tratados termicamente:;01/04/2022;31/12/9999;Res Camex;272;2021
2517.41.00;-- De m†rmore;01/04/2022;31/12/9999;Res Camex;272;2021
2517.49.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
25.18;Dolomita, mesmo sinterizada ou calcinada, incluindo a dolomita desbastada ou simplesmente cortada Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.;01/04/2022;31/12/9999;Res Camex;272;2021
2518.10.00;"- Dolomita n∆o calcinada nem sinterizada, denominada ""crua""";01/04/2022;31/12/9999;Res Camex;272;2021
2518.20.00;- Dolomita calcinada ou sinterizada;01/04/2022;31/12/9999;Res Camex;272;2021
25.19;"Carbonato de magnÇsio natural (magnesita); magnÇsia eletrofundida; magnÇsia calcinada a fundo (sinterizada), mesmo que contenha pequenas quantidades de outros ¢xidos adicionados antes da sinterizaá∆o; outro ¢xido de magnÇsio, mesmo puro.";01/04/2022;31/12/9999;Res Camex;272;2021
2519.10.00;- Carbonato de magnÇsio natural (magnesita);01/04/2022;31/12/9999;Res Camex;272;2021
2519.90;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2519.90.10;MagnÇsia eletrofundida;01/04/2022;31/12/9999;Res Camex;272;2021
2519.90.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
25.20;"Gipsita; anidrita; gesso, mesmo corado ou adicionado de pequenas quantidades de aceleradores ou retardadores.";01/04/2022;31/12/9999;Res Camex;272;2021
2520.10;"- Gipsita; anidrita";01/04/2022;31/12/9999;Res Camex;272;2021
2520.10.1;Gipsita;01/04/2022;31/12/9999;Res Camex;272;2021
2520.10.11;Em pedaáos irregulares (pedras);01/04/2022;31/12/9999;Res Camex;272;2021
2520.10.19;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2520.10.20;Anidrita;01/04/2022;31/12/9999;Res Camex;272;2021
2520.20;- Gesso;01/04/2022;31/12/9999;Res Camex;272;2021
2520.20.10;Mo°do, apto para uso odontol¢gico;01/04/2022;31/12/9999;Res Camex;272;2021
2520.20.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2521.00.00;"Castinas; pedras calc†rias utilizadas na fabricaá∆o de cal ou de cimento.";01/04/2022;31/12/9999;Res Camex;272;2021
25.22;Cal viva, cal apagada e cal hidr†ulica, com exclus∆o do ¢xido e do hidr¢xido de c†lcio da posiá∆o 28.25.;01/04/2022;31/12/9999;Res Camex;272;2021
2522.10.00;- Cal viva;01/04/2022;31/12/9999;Res Camex;272;2021
2522.20.00;- Cal apagada;01/04/2022;31/12/9999;Res Camex;272;2021
2522.30.00;- Cal hidr†ulica;01/04/2022;31/12/9999;Res Camex;272;2021
25.23;Cimentos hidr†ulicos (incluindo os cimentos n∆o pulverizados, denominados clinkers), mesmo corados.;01/04/2022;31/12/9999;Res Camex;272;2021
2523.10.00;- Cimentos n∆o pulverizados, denominados clinkers;01/04/2022;31/12/9999;Res Camex;272;2021
2523.2;- Cimentos Portland:;01/04/2022;31/12/9999;Res Camex;272;2021
2523.21.00;-- Cimentos brancos, mesmo corados artificialmente;01/04/2022;31/12/9999;Res Camex;272;2021
2523.29;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2523.29.10;Cimento comum;01/04/2022;31/12/9999;Res Camex;272;2021
2523.29.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2523.30.00;- Cimentos aluminosos;01/04/2022;31/12/9999;Res Camex;272;2021
2523.90.00;- Outros cimentos hidr†ulicos;01/04/2022;31/12/9999;Res Camex;272;2021
25.24;Amianto.;01/04/2022;31/12/9999;Res Camex;272;2021
2524.10.00;- Crocidolita;01/04/2022;31/12/9999;Res Camex;272;2021
2524.90.00;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
25.25;"Mica, incluindo a mica clivada em lamelas irregulares (splittings); desperd°cios de mica.";01/04/2022;31/12/9999;Res Camex;272;2021
2525.10.00;- Mica em bruto ou clivada em folhas ou lamelas irregulares (splittings);01/04/2022;31/12/9999;Res Camex;272;2021
2525.20.00;- Mica em p¢;01/04/2022;31/12/9999;Res Camex;272;2021
2525.30.00;- Desperd°cios de mica;01/04/2022;31/12/9999;Res Camex;272;2021
25.26;"Esteatita natural, mesmo desbastada ou simplesmente cortada Ö serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular; talco.";01/04/2022;31/12/9999;Res Camex;272;2021
2526.10.00;- N∆o triturados nem em p¢;01/04/2022;31/12/9999;Res Camex;272;2021
2526.20.00;- Triturados ou em p¢;01/04/2022;31/12/9999;Res Camex;272;2021
2528.00.00;"Boratos naturais e seus concentrados (calcinados ou n∆o), exceto boratos extra°dos de salmouras naturais; †cido b¢rico natural com um teor m†ximo de 85ˇ% de H3BO3, em produto seco.";01/04/2022;31/12/9999;Res Camex;272;2021
25.29;"Feldspato; leucita; nefelina e nefelina-sienito; espatofl£or.";01/04/2022;31/12/9999;Res Camex;272;2021
2529.10.00;- Feldspato;01/04/2022;31/12/9999;Res Camex;272;2021
2529.2;- Espatofl£or:;01/04/2022;31/12/9999;Res Camex;272;2021
2529.21.00;-- Que contenha, em peso, 97ˇ% ou menos de fluoreto de c†lcio;01/04/2022;31/12/9999;Res Camex;272;2021
2529.22.00;-- Que contenha, em peso, mais de 97ˇ% de fluoreto de c†lcio;01/04/2022;31/12/9999;Res Camex;272;2021
2529.30.00;"- Leucita; nefelina e nefelina-sienito";01/04/2022;31/12/9999;Res Camex;272;2021
25.30;MatÇrias minerais n∆o especificadas nem compreendidas noutras posiá‰es.;01/04/2022;31/12/9999;Res Camex;272;2021
2530.10;- Vermiculita, perlita e cloritas, n∆o expandidas;01/04/2022;31/12/9999;Res Camex;272;2021
2530.10.10;Perlita;01/04/2022;31/12/9999;Res Camex;272;2021
2530.10.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
2530.20.00;- Kieserita, epsomita (sulfatos de magnÇsio naturais);01/04/2022;31/12/9999;Res Camex;272;2021
2530.90;- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
2530.90.10;Espodumànio;01/04/2022;31/12/9999;Res Camex;272;2021
2530.90.20;Areia de zircìnio micronizada, pr¢pria para a preparaá∆o de esmaltes cerÉmicos;01/04/2022;31/12/9999;Res Camex;272;2021
2530.90.30;Minerais de metais das terras raras;01/04/2022;31/12/9999;Res Camex;272;2021
2530.90.40;Terras corantes;01/04/2022;31/12/9999;Res Camex;272;2021
2530.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
26;MinÇrios, esc¢rias e cinzas.;01/04/2022;31/12/9999;Res Camex;272;2021
26.01;MinÇrios de ferro e seus concentrados, incluindo as piritas de ferro ustuladas (cinzas de piritas).;01/04/2022;31/12/9999;Res Camex;272;2021
2601.1;- MinÇrios de ferro e seus concentrados, exceto as piritas de ferro ustuladas (cinzas de piritas):;01/04/2022;31/12/9999;Res Camex;272;2021
2601.11.00;-- N∆o aglomerados;01/04/2022;31/12/9999;Res Camex;272;2021
2601.12;-- Aglomerados;01/04/2022;31/12/9999;Res Camex;272;2021
2601.12.10;Aglomerados por processo de peletizaá∆o, de diÉmetro igual ou superior a 8ˇmm, mas n∆o superior a 18ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
2601.12.20;Em briquetes de volume igual ou superior a 4 cm¸, mas n∆o superior a 60 cm¸;01/02/2026;31/12/9999;Res Gecex;812;2025
2601.12.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2601.20.00;- Piritas de ferro ustuladas (cinzas de piritas);01/04/2022;31/12/9999;Res Camex;272;2021
2602.00;MinÇrios de manganàs e seus concentrados, incluindo os minÇrios de manganàs ferruginosos e seus concentrados, de teor de manganàs de 20ˇ% ou mais, em peso, sobre o produto seco.;01/04/2022;31/12/9999;Res Camex;272;2021
2602.00.10;Aglomerados;01/04/2022;31/12/9999;Res Camex;272;2021
2602.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2603.00;MinÇrios de cobre e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2603.00.10;Sulfetos;01/04/2022;31/12/9999;Res Camex;272;2021
2603.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2604.00.00;MinÇrios de n°quel e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2605.00.00;MinÇrios de cobalto e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2606.00;MinÇrios de alum°nio e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2606.00.1;Bauxita;01/04/2022;31/12/9999;Res Camex;272;2021
2606.00.11;N∆o calcinada;01/04/2022;31/12/9999;Res Camex;272;2021
2606.00.12;Calcinada;01/04/2022;31/12/9999;Res Camex;272;2021
2606.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2607.00.00;MinÇrios de chumbo e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2608.00;MinÇrios de zinco e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2608.00.10;Sulfetos;01/04/2022;31/12/9999;Res Camex;272;2021
2608.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2609.00.00;MinÇrios de estanho e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2610.00;MinÇrios de cromo e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2610.00.10;Cromita;01/04/2022;31/12/9999;Res Camex;272;2021
2610.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2611.00.00;MinÇrios de tungstànio (volfrÉmio) e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
26.12;MinÇrios de urÉnio ou de t¢rio, e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2612.10.00;- MinÇrios de urÉnio e seus concentrados;01/04/2022;31/12/9999;Res Camex;272;2021
2612.20.00;- MinÇrios de t¢rio e seus concentrados;01/04/2022;31/12/9999;Res Camex;272;2021
26.13;MinÇrios de molibdànio e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2613.10;- Ustulados;01/04/2022;31/12/9999;Res Camex;272;2021
2613.10.10;Molibdenita;01/04/2022;31/12/9999;Res Camex;272;2021
2613.10.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2613.90;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2613.90.10;Molibdenita;01/04/2022;31/12/9999;Res Camex;272;2021
2613.90.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2614.00;MinÇrios de titÉnio e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2614.00.10;Ilmenita;01/04/2022;31/12/9999;Res Camex;272;2021
2614.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
26.15;MinÇrios de ni¢bio (colìmbio), tÉntalo, van†dio ou de zircìnio, e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2615.10;- MinÇrios de zircìnio e seus concentrados;01/04/2022;31/12/9999;Res Camex;272;2021
2615.10.10;Badele°ta;01/04/2022;31/12/9999;Res Camex;272;2021
2615.10.20;Zirconita;01/04/2022;31/12/9999;Res Camex;272;2021
2615.10.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2615.90.00;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
26.16;MinÇrios de metais preciosos e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2616.10.00;- MinÇrios de prata e seus concentrados;01/04/2022;31/12/9999;Res Camex;272;2021
2616.90.00;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
26.17;Outros minÇrios e seus concentrados.;01/04/2022;31/12/9999;Res Camex;272;2021
2617.10.00;- MinÇrios de antimìnio e seus concentrados;01/04/2022;31/12/9999;Res Camex;272;2021
2617.90.00;- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2618.00.00;Esc¢ria de altos-fornos granulada (areia de esc¢ria) proveniente da fabricaá∆o de ferro fundido, ferro ou aáo.;01/04/2022;31/12/9999;Res Camex;272;2021
2619.00.00;Esc¢rias (exceto esc¢ria de altos-fornos granulada) e outros desperd°cios da fabricaá∆o de ferro fundido, ferro ou aáo.;01/04/2022;31/12/9999;Res Camex;272;2021
26.20;Esc¢rias, cinzas e res°duos (exceto os provenientes da fabricaá∆o de ferro fundido, ferro ou aáo), que contenham metais, arsànio, ou os seus compostos.;01/04/2022;31/12/9999;Res Camex;272;2021
2620.1;- Que contenham principalmente zinco:;01/04/2022;31/12/9999;Res Camex;272;2021
2620.11.00;-- Mates de galvanizaá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
2620.19.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2620.2;- Que contenham principalmente chumbo:;01/04/2022;31/12/9999;Res Camex;272;2021
2620.21.00;-- Lamas (borras) de gasolina que contenham chumbo e lamas (borras) de compostos antidetonantes que contenham chumbo;01/04/2022;31/12/9999;Res Camex;272;2021
2620.29.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2620.30.00;- Que contenham principalmente cobre;01/04/2022;31/12/9999;Res Camex;272;2021
2620.40.00;- Que contenham principalmente alum°nio;01/04/2022;31/12/9999;Res Camex;272;2021
2620.60.00;- Que contenham arsànio, merc£rio, t†lio ou suas misturas, do tipo utilizado para extraá∆o de arsànio ou destes metais ou para fabricaá∆o dos seus compostos qu°micos;01/04/2022;31/12/9999;Res Camex;272;2021
2620.9;- Outros:;01/04/2022;31/12/9999;Res Camex;272;2021
2620.91.00;-- Que contenham antimìnio, ber°lio, c†dmio, cromo ou suas misturas;01/04/2022;31/12/9999;Res Camex;272;2021
2620.99;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2620.99.10;Que contenham principalmente titÉnio;01/04/2022;31/12/9999;Res Camex;272;2021
2620.99.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
26.21;"Outras esc¢rias e cinzas, incluindo as cinzas de algas; cinzas e res°duos provenientes da incineraá∆o de res°duos municipais.";01/04/2022;31/12/9999;Res Camex;272;2021
2621.10.00;- Cinzas e res°duos provenientes da incineraá∆o de res°duos municipais;01/04/2022;31/12/9999;Res Camex;272;2021
2621.90;- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
2621.90.10;Cinzas de origem vegetal;01/04/2022;31/12/9999;Res Camex;272;2021
2621.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
27;"Combust°veis minerais, ¢leos minerais e produtos da sua destilaá∆o; matÇrias betuminosas; ceras minerais.";01/04/2022;31/12/9999;Res Camex;272;2021
27.01;"Hulhas; briquetes, bolas em aglomerados e combust°veis s¢lidos semelhantes, obtidos a partir da hulha.";01/04/2022;31/12/9999;Res Camex;272;2021
2701.1;- Hulhas, mesmo em p¢, mas n∆o aglomeradas:;01/04/2022;31/12/9999;Res Camex;272;2021
2701.11.00;-- Antracita;01/04/2022;31/12/9999;Res Camex;272;2021
2701.12.00;-- Hulha betuminosa;01/04/2022;31/12/9999;Res Camex;272;2021
2701.19.00;-- Outras hulhas;01/04/2022;31/12/9999;Res Camex;272;2021
2701.20.00;- Briquetes, bolas em aglomerados e combust°veis s¢lidos semelhantes, obtidos a partir da hulha;01/04/2022;31/12/9999;Res Camex;272;2021
27.02;Linhitas, mesmo aglomeradas, exceto azeviche.;01/04/2022;31/12/9999;Res Camex;272;2021
2702.10.00;- Linhitas, mesmo em p¢, mas n∆o aglomeradas;01/04/2022;31/12/9999;Res Camex;272;2021
2702.20.00;- Linhitas aglomeradas;01/04/2022;31/12/9999;Res Camex;272;2021
2703.00.00;Turfa (incluindo a turfa para cama de animais), mesmo aglomerada.;01/04/2022;31/12/9999;Res Camex;272;2021
2704.00;"Coques e semicoques, de hulha, de linhita ou de turfa, mesmo aglomerados; carv∆o de retorta.";01/04/2022;31/12/9999;Res Camex;272;2021
2704.00.1;Coques;01/04/2022;31/12/9999;Res Camex;272;2021
2704.00.11;Com granulometria igual ou superior a 80ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
2704.00.12;Com granulometria inferior a 80ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
2704.00.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
2705.00.00;G†s de hulha, g†s de †gua, g†s pobre (g†s de ar) e gases semelhantes, exceto gases de petr¢leo e outros hidrocarbonetos gasosos.;01/04/2022;31/12/9999;Res Camex;272;2021
2706.00.00;Alcatr‰es de hulha, de linhita ou de turfa e outros alcatr‰es minerais, mesmo desidratados ou parcialmente destilados, incluindo os alcatr‰es reconstitu°dos.;01/04/2022;31/12/9999;Res Camex;272;2021
27.07;"‡leos e outros produtos provenientes da destilaá∆o dos alcatr‰es de hulha a alta temperatura; produtos an†logos em que os constituintes arom†ticos predominem, em peso, relativamente aos constituintes n∆o arom†ticos.";01/04/2022;31/12/9999;Res Camex;272;2021
2707.10.00;- Benzol (benzeno);01/04/2022;31/12/9999;Res Camex;272;2021
2707.20.00;- Toluol (tolueno);01/04/2022;31/12/9999;Res Camex;272;2021
2707.30.00;- Xilol (xilenos);01/04/2022;31/12/9999;Res Camex;272;2021
2707.40.00;- Naftaleno;01/04/2022;31/12/9999;Res Camex;272;2021
2707.50;- Outras misturas de hidrocarbonetos arom†ticos que destilem (incluindo as perdas) uma fraá∆o igual ou superior a 65ˇ%, em volume, a 250ˇ¯C, segundo o mÇtodo ISOˇ3405 (equivalente ao mÇtodo ASTMˇDˇ86);01/04/2022;31/12/9999;Res Camex;272;2021
2707.50.10;Misturas que contenham trimetilbenzenos e etiltoluenos, como componentes majorit†rios;01/04/2022;31/12/9999;Res Camex;272;2021
2707.50.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
2707.9;- Outros:;01/04/2022;31/12/9999;Res Camex;272;2021
